jd,epoch,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,distance_km
2460991.5,2025-11-12T00:00:00,3.113290492156573e+16,3.776010286668672e+16,5038842892806298.0,-21919.10513831694,27328.69431924736,1219.6003336317453,4.919830357905035e+16
2460992.5,2025-11-13T00:00:00,3.0968849943552508e+16,3.796358723592214e+16,5047877663741626.0,-22034.07517584949,27188.45994121502,1200.9854767565992,4.9252255700159e+16
2460993.5,2025-11-14T00:00:00,3.080394038478052e+16,3.8166023681391464e+16,5056773579185977.0,-22148.063481901703,27047.93735823347,1182.3984659613905,4.930617675209466e+16
2460994.5,2025-11-15T00:00:00,3.06381835637275e+16,3.8367410075722744e+16,5065530848584176.0,-22261.072768924667,26907.1330075931,1163.8397220461306,4.936006534417566e+16
2460995.5,2025-11-16T00:00:00,3.047158677852966e+16,3.856774433936164e+16,5074149684496372.0,-22373.105774211846,26766.05326320577,1145.309658870435,4.941392009594563e+16
2460996.5,2025-11-17T00:00:00,3.030415730679922e+16,3.876702444009895e+16,5082630302546476.0,-22484.165259086752,26624.70443590075,1126.8086834225248,4.946773963712942e+16
2460997.5,2025-11-18T00:00:00,3.013590240544803e+16,3.8965248392601416e+16,5090972921371119.0,-22594.25400810281,26483.09277381493,1108.337195895168,4.952152260758901e+16
2460998.5,2025-11-19T00:00:00,2.9966829310517068e+16,3.9162414257944936e+16,5099177762569229.0,-22703.37482827106,26341.224462740807,1089.8955897587032,4.957526765727881e+16
2460999.5,2025-11-20T00:00:00,2.9796945237011664e+16,3.935852014315042e+16,5107245050652106.0,-22811.53054828393,26199.105626463548,1071.4842518309401,4.962897344620035e+16
2461000.5,2025-11-21T00:00:00,2.9626257378742464e+16,3.955356420072231e+16,5115175012994015.0,-22918.724017784432,26056.742327118693,1053.103562351104,4.968263864435657e+16
2461001.5,2025-11-22T00:00:00,2.9454772908171856e+16,3.974754462818973e+16,5122967879783365.0,-23024.95810658139,25914.14056558054,1034.7538950495446,4.973626193170533e+16
2461002.5,2025-11-23T00:00:00,2.928249897626613e+16,3.994045966765052e+16,5130623883974378.0,-23130.23570395973,25771.3062818234,1016.435617222313,4.978984199811296e+16
2461003.5,2025-11-24T00:00:00,2.910944271235271e+16,4.01323076053181e+16,5138143261239335.0,-23234.559717950142,25628.245355299194,998.1490898017789,4.984337754330696e+16
2461004.5,2025-11-25T00:00:00,2.8935611223982956e+16,4.0323086771071016e+16,5145526249921336.0,-23337.933074625613,25484.963605304416,979.8946674273368,4.989686727682851e+16
2461005.5,2025-11-26T00:00:00,2.8761011596800028e+16,4.051279553800522e+16,5152773090987566.0,-23440.35871740454,25341.466791362403,961.6726985165274,4.995030991798436e+16
2461006.5,2025-11-27T00:00:00,2.8585650894411936e+16,4.070143232198949e+16,5159884027983149.0,-23541.839606369907,25197.760613627943,943.483525338016,5.0003704195798536e+16
2461007.5,2025-11-28T00:00:00,2.840953615826971e+16,4.088899558122367e+16,5166859306985510.0,-23642.378717606975,25053.85071329464,925.3274840850338,5.005704884896378e+16
2461008.5,2025-11-29T00:00:00,2.823267440755032e+16,4.1075483815799976e+16,5173699176559272.0,-23741.97904253292,24909.742672935365,907.2049049411552,5.011034262579256e+16
2461009.5,2025-11-30T00:00:00,2.8055072639044804e+16,4.126089556726671e+16,5180403887711649.0,-23840.643587244092,24765.44201695406,889.116112155231,5.016358428416762e+16
2461010.5,2025-12-01T00:00:00,2.7876737827050916e+16,4.144522941819587e+16,5186973693848452.0,-23938.375371884493,24620.954211960736,871.0614241104785,5.021677259149274e+16
2461011.5,2025-12-02T00:00:00,2.7697676923270724e+16,4.1628483991752936e+16,5193408850730511.0,-24035.17743001407,24476.284667179698,853.0411533946311,5.0269906324642776e+16
2461012.5,2025-12-03T00:00:00,2.751789685671278e+16,4.181065795127013e+16,5199709616430710.0,-24131.05280798382,24331.43873485373,835.0556068688388,5.0322984269913816e+16
2461013.5,2025-12-04T00:00:00,2.7337404533598864e+16,4.199174999982251e+16,5205876251291467.0,-24226.004564336752,24186.421710651313,817.1050857375412,5.037600522297283e+16
2461014.5,2025-12-05T00:00:00,2.715620683727518e+16,4.2171758879807256e+16,5211909017882795.0,-24320.03576920776,24041.238834073014,799.1898856165881,5.04289679888074e+16
2461015.5,2025-12-06T00:00:00,2.697431062812812e+16,4.235068337252575e+16,5217808180960806.0,-24413.149503734927,23895.895288860087,781.3102966010331,5.0481871381674984e+16
2461016.5,2025-12-07T00:00:00,2.67917227435042e+16,4.252852229776898e+16,5223574007426775.0,-24505.34885948448,23750.396203405235,763.4666033327753,5.053471422505225e+16
2461017.5,2025-12-08T00:00:00,2.6608449997634344e+16,4.270527451340589e+16,5229206766286661.0,-24596.636937887273,23604.746651163863,745.6590850677754,5.058749535158407e+16
2461018.5,2025-12-09T00:00:00,2.6424499181562356e+16,4.288093891497479e+16,5234706728611176.0,-24687.016849684824,23458.95165106609,727.8880157426978,5.064021360303249e+16
2461019.5,2025-12-10T00:00:00,2.623987706307738e+16,4.305551443527788e+16,5240074167496285.0,-24776.49171438376,23313.01616792987,710.1536640409449,5.069286783022537e+16
2461020.5,2025-12-11T00:00:00,2.6054590386650564e+16,4.322900004397881e+16,5245309358024292.0,-24865.06465972011,23166.94511287516,692.4562934581985,5.074545689300512e+16
2461021.5,2025-12-12T00:00:00,2.5868645873375536e+16,4.340139474720343e+16,5250412577225310.0,-24952.738821134844,23020.743343739206,674.7961623676455,5.079797966017716e+16
2461022.5,2025-12-13T00:00:00,2.5682050220912812e+16,4.357269758714356e+16,5255384104039268.0,-25039.517341261875,22874.415665491895,657.1735240849425,5.08504350094583e+16
2461023.5,2025-12-14T00:00:00,2.5494810103437996e+16,4.374290764166391e+16,5260224219278436.0,-25125.403369424985,22727.966830651287,639.5886269325937,5.090282182742511e+16
2461024.5,2025-12-15T00:00:00,2.530693217159372e+16,4.391202402391204e+16,5264933205590337.0,-25210.400061135253,22581.401539700695,622.0417143031034,5.095513900946205e+16
2461025.5,2025-12-16T00:00:00,2.5118423052445236e+16,4.408004588193155e+16,5269511347421215.0,-25294.51057761339,22434.724441505692,604.5330247230627,5.10073854597097e+16
2461026.5,2025-12-17T00:00:00,2.4929289349439604e+16,4.424697239827824e+16,5273958930979955.0,-25377.738085309094,22287.940133730626,587.0627919155459,5.105956009101275e+16
2461027.5,2025-12-18T00:00:00,2.473953764236839e+16,4.4412802789639464e+16,5278276244202415.0,-25460.085755435266,22141.05316325616,569.6312448626014,5.111166182486812e+16
2461028.5,2025-12-19T00:00:00,2.454917448733386e+16,4.457753630645666e+16,5282463576716322.0,-25541.55676351003,21994.06802659634,552.2386078671148,5.11636895913729e+16
2461029.5,2025-12-20T00:00:00,2.435820641671844e+16,4.47411722325508e+16,5286521219806487.0,-25622.15428890749,21846.98917031527,534.8851006141426,5.121564232917227e+16
2461030.5,2025-12-21T00:00:00,2.4166639939157676e+16,4.490370988475123e+16,5290449466380676.0,-25701.88151441788,21699.820991444813,517.5709382318349,5.126751898540755e+16
2461031.5,2025-12-22T00:00:00,2.397448153951631e+16,4.506514861252726e+16,5294248610935727.0,-25780.74162581609,21552.567837900482,500.29633135176755,5.131931851566397e+16
2461032.5,2025-12-23T00:00:00,2.3781737678867532e+16,4.522548779762331e+16,5297918949524237.0,-25858.737811439092,21405.23400889758,483.0614861687859,5.137103988391875e+16
2461033.5,2025-12-24T00:00:00,2.358841479447553e+16,4.538472685369669e+16,5301460779721676.0,-25935.873261771176,21257.823755366906,465.8666045003241,5.142268206248889e+16
2461034.5,2025-12-25T00:00:00,2.339451929978082e+16,4.554286522595884e+16,5304874400593906.0,-26012.151169039073,21110.341280370187,448.71188384532957,5.147424403197918e+16
2461035.5,2025-12-26T00:00:00,2.3200057584388864e+16,4.5699902390819576e+16,5308160112665178.0,-26087.574726813862,20962.790739514054,431.59751744250053,5.152572478123026e+16
2461036.5,2025-12-27T00:00:00,2.3005036014061436e+16,4.58558378555342e+16,5311318217886545.0,-26162.14712962175,20815.176241363602,414.52369432807666,5.1577123307266376e+16
2461037.5,2025-12-28T00:00:00,2.2809460930710896e+16,4.6010671157854056e+16,5314349019604678.0,-26235.87157256265,20667.50184785553,397.4905993931166,5.162843861524366e+16
2461038.5,2025-12-29T00:00:00,2.261333865239736e+16,4.61644018656799e+16,5317252822531204.0,-26308.751250937552,20519.771574709717,380.49841344030256,5.167966971839811e+16
2461039.5,2025-12-30T00:00:00,2.24166754733285e+16,4.63170295767185e+16,5320029932712305.0,-26380.78935988257,20371.989391840336,363.54731324012,5.173081563799374e+16
2461040.5,2025-12-31T00:00:00,2.2219477663862212e+16,4.646855391814213e+16,5322680657498883.0,-26451.989094011442,20224.159223765397,346.6374715865682,5.178187540327085e+16
